RowNumber,CustomerId,CreditScore,Tenure,Balance,HasCrCard,IsActiveMember
4622,15698664,567,2,115643.58,0,0
4623,15703614,564,5,132876.23,1,0
4624,15699195,709,3,110949.41,1,1
4625,15710543,629,1,130666.2,1,1
4626,15695499,510,10,103821.47,0,1
4627,15622321,506,3,0.0,1,1
4628,15715744,605,7,0.0,0,1
4629,15788151,650,1,132187.73,1,1
4630,15687153,850,8,98649.55,1,0
4631,15684958,489,2,126444.08,1,1
4632,15706116,659,8,154159.51,1,0
4633,15740557,753,5,0.0,1,0
4634,15707291,477,8,129250.0,1,1
4635,15583353,610,3,0.0,1,0
4636,15761024,619,2,167733.51,1,1
4637,15630709,619,2,56116.3,0,0
4638,15639590,758,3,141581.08,1,0
4639,15659399,516,7,139675.07,1,0
4640,15567078,789,8,66201.96,1,1
4641,15696373,687,9,0.0,0,0
4642,15786617,485,3,133658.24,1,0
4643,15657449,446,3,136202.78,1,0
4644,15672594,597,0,131778.08,0,0
4645,15714240,712,5,0.0,0,0
4646,15782144,522,3,0.0,1,1
4647,15665008,805,8,42712.87,1,1
4648,15581733,781,4,0.0,1,0
4649,15751392,689,4,0.0,1,0
4650,15785815,670,1,142631.54,1,1
4651,15664214,670,2,141204.65,1,0
4652,15579996,524,7,131402.21,0,0
4653,15675252,734,3,92636.96,1,1
4654,15579617,489,3,0.0,0,1
4655,15593976,578,5,102088.68,0,0
4656,15716041,622,9,0.0,0,1
4657,15654489,843,8,134887.53,1,1
4658,15736302,687,4,0.0,1,1
4659,15805909,700,8,159900.38,0,0
4660,15572762,410,2,102278.79,1,0
4661,15724632,537,0,0.0,0,1
4662,15670416,780,0,0.0,0,1
4663,15749528,652,6,0.0,0,1
4664,15578783,620,0,76989.97,1,1
4665,15580719,697,10,0.0,1,1
4666,15656293,786,3,0.0,1,0
4667,15691875,850,5,114491.82,1,0
4668,15596870,749,3,144768.94,1,0
4669,15780770,445,7,145056.59,1,1
4670,15751491,443,3,117206.3,1,0
4671,15706200,637,2,138014.4,1,0
4672,15808674,616,6,128352.59,1,1
4673,15641411,756,1,112568.31,1,1
4674,15764661,644,2,0.0,1,0
4675,15689492,850,1,176958.46,0,1
4676,15602405,703,9,99167.54,1,0
4677,15610271,684,3,103210.27,1,0
4678,15791780,706,10,104478.12,0,1
4679,15589147,580,8,125921.37,1,1
4680,15756975,777,3,0.0,1,1
4681,15729582,676,3,80697.44,0,0
4682,15742971,708,2,161887.81,1,0
4683,15568046,809,7,109558.36,1,0
4684,15694890,588,1,124271.26,1,0
4685,15736963,623,1,0.0,1,1
4686,15646490,537,1,190569.23,0,1
4687,15607314,536,2,143923.96,1,0
4688,15576745,769,2,96542.16,0,1
4689,15669606,690,5,0.0,1,0
4690,15737832,771,0,139825.56,0,0
4691,15681990,497,6,111769.14,1,0
4692,15758050,622,4,0.0,1,0
4693,15787848,602,9,113672.18,0,0
4694,15713594,543,7,147256.86,1,0
4695,15588186,520,7,107023.03,1,0
4696,15786739,669,1,125529.55,1,1
4697,15699467,631,0,0.0,0,0
4698,15680706,537,4,131834.8,1,0
4699,15645717,732,2,0.0,1,1
4700,15748597,844,5,99529.7,0,1
4701,15773709,838,0,0.0,0,1
4702,15629787,652,10,107303.72,0,0
4703,15661007,660,0,72783.42,0,0
4704,15686812,692,8,0.0,0,1
4705,15754113,588,0,0.0,1,1
4706,15749489,533,10,115743.6,0,0
4707,15574352,850,4,161256.53,1,1
4708,15701281,511,8,0.0,1,1
4709,15811985,530,6,0.0,0,0
4710,15713505,554,1,0.0,0,1
4711,15685653,585,3,162261.01,1,0
4712,15758831,754,3,74896.33,0,0
4713,15618774,474,3,0.0,1,0
4714,15764448,837,0,144037.6,1,0
4715,15611024,567,9,93522.2,0,1
4716,15738220,800,1,0.0,1,0
4717,15805764,646,10,0.0,0,1
4718,15580487,627,8,106922.92,0,1
4719,15675787,505,8,112972.57,1,0
4720,15583580,566,1,123042.0,1,0
4721,15780654,619,3,100488.92,0,1
4722,15695034,757,4,123322.15,1,0
4723,15805671,648,0,0.0,0,1
4724,15790658,621,8,68683.68,1,1
4725,15578648,543,6,59532.18,1,0
4726,15734987,658,7,140260.36,1,0
4727,15721740,633,7,88302.65,1,1
4728,15641822,648,1,0.0,0,1
4729,15765650,501,5,114655.58,0,0
4730,15788556,683,4,148283.94,1,1
4731,15576550,619,1,0.0,1,0
4732,15622230,705,3,0.0,0,1
4733,15653937,638,1,123916.67,1,0
4734,15743538,710,1,0.0,1,0
4735,15591740,590,4,0.0,1,1
4736,15650086,725,2,165896.0,1,0
4737,15718773,638,0,0.0,1,0
4738,15615140,791,6,111168.97,1,1
4739,15644361,702,1,103549.24,0,0
4740,15774536,607,6,0.0,0,0
4741,15618661,535,6,103804.97,1,1
4742,15605020,651,2,165901.59,1,0
4743,15762134,506,8,119152.1,1,1
4744,15685279,511,8,122950.31,1,1
4745,15582849,757,1,0.0,1,1
4746,15655410,768,1,133384.66,1,0
4747,15649129,757,9,0.0,1,0
4748,15702380,663,6,0.0,0,1
4749,15759067,537,7,158411.95,1,1
4750,15683027,570,4,122028.65,1,1
4751,15597487,850,5,0.0,1,1
4752,15763256,661,8,128751.65,1,0
4753,15620111,659,8,133436.52,1,0
4754,15623053,454,2,123177.01,1,0
4755,15595592,708,2,0.0,1,0
4756,15740072,720,2,120328.88,1,1
4757,15778005,785,1,130147.98,1,0
4758,15583278,743,8,92716.96,1,1
4759,15601263,493,7,0.0,1,0
4760,15709222,557,3,0.0,0,1
4761,15713949,850,1,76914.21,1,0
4762,15717706,799,3,106045.92,1,1
4763,15756071,756,1,103133.26,1,1
4764,15696564,752,0,145974.79,1,1
4765,15657637,696,3,0.0,1,0
4766,15755863,630,1,0.0,0,1
4767,15719858,659,9,0.0,1,1
4768,15688876,685,9,0.0,1,1
4769,15698528,599,3,0.0,1,1
4770,15770345,559,1,139183.06,0,1
4771,15761506,615,5,0.0,1,0
4772,15716619,580,3,74974.89,1,1
4773,15788367,487,6,61691.45,1,1
4774,15709451,646,1,121952.75,1,1
4775,15640421,811,7,0.0,1,1
4776,15580068,526,5,0.0,1,1
4777,15677123,767,7,0.0,1,1
4778,15619801,548,1,80107.83,0,1
4779,15582246,737,2,0.0,0,1
4780,15711843,613,1,147856.82,0,0
4781,15680046,711,8,0.0,1,0
4782,15804131,850,7,65407.16,0,0
4783,15722611,752,8,114233.18,1,1
4784,15729224,710,5,0.0,1,0
4785,15811588,664,7,187602.18,1,0
4786,15702138,510,3,156834.34,0,0
4787,15749799,577,2,0.0,1,1
4788,15752885,529,1,157498.9,1,1
4789,15674932,757,9,0.0,1,0
4790,15743828,691,2,0.0,1,1
4791,15642022,621,8,0.0,0,0
4792,15746461,709,2,0.0,1,0
4793,15809991,756,4,130274.22,1,1
4794,15787322,788,6,0.0,1,1
4795,15575498,705,5,149379.66,1,0
4796,15691387,483,9,0.0,1,1
4797,15765457,719,1,100829.94,1,1
4798,15666173,793,1,96408.98,1,1
4799,15627377,593,6,0.0,1,1
4800,15656683,551,1,0.0,0,0
4801,15679810,690,6,0.0,1,0
4802,15606310,823,5,149105.08,0,1
4803,15756871,512,3,0.0,1,0
4804,15610002,802,5,0.0,1,1
4805,15567802,450,2,0.0,1,0
4806,15745452,651,1,90218.11,1,0
4807,15617252,697,1,87347.7,1,0
4808,15753248,611,2,0.0,0,0
4809,15610755,643,0,137811.75,1,1
4810,15662238,822,3,105563.0,1,0
4811,15799186,632,4,0.0,0,0
4812,15686941,575,7,0.0,1,0
4813,15601172,672,6,91125.75,1,0
4814,15723858,517,3,0.0,0,1
4815,15615896,621,8,0.0,1,0
4816,15737647,775,6,135120.56,1,0
4817,15582841,600,8,0.0,0,1
4818,15760090,640,7,0.0,1,1
4819,15588587,752,1,86837.95,1,1
4820,15683157,613,4,100446.57,0,1
4821,15694209,484,3,0.0,1,1
4822,15655875,511,3,0.0,1,0
4823,15805704,745,2,0.0,0,1
4824,15744789,786,6,114512.59,1,0
4825,15799357,727,5,136364.46,0,0
4826,15726153,622,5,106260.67,1,1
4827,15713346,794,10,146126.75,1,1
4828,15665053,636,4,111284.53,0,1
4829,15592379,741,9,121056.63,1,0
4830,15692599,687,5,128270.56,1,0
4831,15620758,660,4,0.0,1,0
4832,15637428,660,7,0.0,1,0
4833,15808389,617,7,0.0,1,1
4834,15807003,762,10,191775.65,1,0
4835,15702912,752,2,0.0,1,0
4836,15590623,561,4,85141.79,1,1
4837,15728078,609,10,126392.18,0,1
4838,15708256,803,3,0.0,1,0
4839,15582335,556,9,129860.37,0,0
4840,15649150,531,5,127642.44,1,0
4841,15691647,411,2,0.0,1,1
4842,15668270,587,5,125584.17,1,1
4843,15624820,683,7,50911.21,0,0
4844,15736254,654,2,91955.61,1,0
4845,15720814,670,2,84266.44,0,0
4846,15642997,655,2,147149.59,1,1
4847,15693200,752,7,0.0,1,0
4848,15624596,534,5,104822.45,0,1
4849,15807167,635,1,146766.72,0,1
4850,15660301,491,6,148745.92,1,1
4851,15593094,516,9,0.0,1,0
4852,15618239,530,0,0.0,1,0
4853,15574137,687,3,0.0,1,1
4854,15614740,684,6,135203.81,1,1
4855,15574071,706,2,93301.97,0,1
4856,15671148,490,5,96341.0,0,0
4857,15721921,796,8,165326.2,1,1
4858,15717995,849,0,0.0,0,1
4859,15632050,779,10,99786.2,1,0
4860,15647111,794,4,114440.24,1,1
4861,15759991,748,4,141573.55,1,0
4862,15790204,663,9,0.0,1,0
4863,15686780,645,1,133676.65,0,1
4864,15640491,464,10,147493.7,1,0
4865,15783225,737,9,0.0,1,0
4866,15734438,590,4,0.0,1,0
4867,15688760,522,3,95022.57,1,1
4868,15768124,648,3,0.0,1,0
4869,15661330,754,6,0.0,1,1
4870,15781272,669,4,149713.61,1,1
4871,15573888,648,1,107963.38,0,0
4872,15575858,763,3,0.0,1,0
4873,15645937,790,3,0.0,1,0
4874,15702337,581,7,0.0,1,1
4875,15764537,703,8,0.0,1,0
4876,15619616,571,9,102017.25,0,0
4877,15585133,657,8,0.0,0,0
4878,15573971,737,7,0.0,0,0
4879,15579433,793,8,96674.55,0,0
4880,15777045,783,3,81811.71,1,0
4881,15611580,751,4,79281.61,1,0
4882,15614778,579,6,0.0,1,0
4883,15771750,655,10,122314.39,1,0
4884,15593280,614,8,140733.74,1,1
4885,15569274,678,2,116933.11,1,0
4886,15654408,562,5,165445.04,1,0
4887,15657468,711,5,123805.03,1,0
4888,15614213,620,0,107548.94,1,0
4889,15589869,437,9,111634.29,0,1
4890,15693205,691,8,109153.96,1,1
4891,15797113,552,4,0.0,1,0
4892,15676958,765,5,86055.17,1,1
4893,15739592,707,10,98438.23,0,0
4894,15656263,764,5,0.0,1,0
4895,15636872,585,8,144705.87,0,0
4896,15589435,784,7,0.0,1,1
4897,15640464,605,5,91612.91,1,1
4898,15723851,699,2,0.0,1,0
4899,15722122,544,7,0.0,0,1
4900,15696852,803,9,192122.84,1,1
4901,15634936,735,7,179904.0,1,1
4902,15575935,673,0,178058.06,0,1
4903,15634491,652,2,176166.56,1,1
4904,15628530,694,3,156864.2,0,0
4905,15678720,741,7,0.0,1,1
4906,15627999,590,3,0.0,1,0
4907,15571244,809,3,0.0,0,1
4908,15739931,523,2,161588.89,1,1
4909,15806256,540,2,109349.29,1,0
4910,15787258,596,6,0.0,1,0
4911,15706463,597,9,0.0,1,1
4912,15691004,407,1,0.0,1,1
4913,15792228,748,0,152335.7,1,0
4914,15733447,562,1,124662.54,1,1
4915,15679062,734,10,91522.04,1,1
4916,15594409,710,1,0.0,1,1
4917,15613816,539,6,62052.28,0,1
4918,15681991,542,7,107871.72,1,0
4919,15796074,717,2,99472.76,1,0
4920,15625941,682,10,128039.01,1,1
4921,15615016,515,2,0.0,1,1
4922,15748414,526,8,114634.63,1,0
4923,15751203,702,5,56738.47,1,1
4924,15662658,651,2,90355.12,0,0
4925,15574868,792,5,115725.24,0,0
4926,15790282,817,3,114327.59,1,1
4927,15762927,674,6,100762.64,1,0
4928,15803456,641,9,0.0,0,0
4929,15771857,513,7,89039.9,1,1
4930,15700601,561,1,78829.53,1,1
4931,15569670,627,6,112372.96,1,1
4932,15772341,682,6,122029.15,1,1
4933,15661548,683,0,157829.12,0,0
4934,15787597,420,1,108377.75,1,1
4935,15806913,670,2,95507.12,1,1
4936,15804862,505,6,127146.68,0,0
4937,15792986,580,1,133811.78,1,0
4938,15625632,577,3,121092.47,0,1
4939,15727703,773,10,126979.75,0,0
4940,15606273,616,5,144235.73,0,0
4941,15799652,763,0,152582.2,0,0
4942,15715047,640,9,172478.15,1,0
4943,15784687,592,1,126477.42,0,0
4944,15615322,528,7,97473.87,1,1
4945,15722072,630,5,138053.67,0,1
4946,15646784,529,2,164003.05,1,1
4947,15644692,546,8,0.0,1,1
4948,15670354,753,6,0.0,1,1
4949,15716357,772,4,122486.11,1,1
4950,15786717,567,1,0.0,0,0
4951,15771383,628,6,53667.44,1,0
4952,15649793,658,7,0.0,0,0
4953,15731543,679,9,109327.65,1,1
4954,15684516,629,1,121151.05,0,0
4955,15677249,731,9,101043.63,1,1
4956,15581525,775,3,83501.66,1,0
4957,15628420,660,2,80462.24,0,0
4958,15600478,752,3,0.0,1,0
4959,15594502,655,6,109093.41,1,0
4960,15784361,543,5,140355.6,1,1
4961,15767626,811,10,0.0,1,1
4962,15632521,689,0,130170.82,1,0
4963,15665088,531,2,0.0,0,1
4964,15652084,515,0,109542.29,1,1
4965,15574761,466,3,33563.95,1,0
4966,15729515,782,1,148795.17,1,1
4967,15682070,611,9,0.0,1,1
4968,15743817,621,8,174126.75,1,0
4969,15572158,604,3,0.0,0,0
4970,15584477,655,1,106405.03,1,1
4971,15614893,689,2,0.0,1,1
4972,15665963,681,2,128393.29,1,1
4973,15612524,643,2,127841.52,1,0
4974,15596962,617,4,137295.19,1,1
4975,15744942,638,2,155828.22,0,1
4976,15573278,743,6,0.0,1,0
4977,15717056,828,7,144351.86,1,0
4978,15795881,776,8,106365.29,1,1
4979,15758939,540,7,127801.88,0,1
4980,15792250,616,4,122793.96,1,1
4981,15740406,628,10,113525.84,1,0
4982,15768137,667,6,136100.69,0,0
4983,15569120,615,7,0.0,1,1
4984,15723721,543,4,140916.81,1,0
4985,15777122,553,4,0.0,1,1
4986,15742681,554,4,121365.39,1,1
4987,15582090,684,4,0.0,1,0
4988,15711254,452,7,0.0,1,0
4989,15775067,606,3,93578.68,0,1
4990,15602851,629,9,0.0,1,0
4991,15802857,659,8,115409.6,0,1
4992,15701175,493,8,90791.69,1,1
4993,15783019,794,9,123681.32,1,0
4994,15728912,554,6,92436.86,1,0
4995,15585580,796,9,167194.36,1,1
4996,15583480,807,4,0.0,0,1
4997,15620341,500,9,160838.13,1,0
4998,15613886,722,1,0.0,1,0
4999,15792916,559,7,144470.77,1,1
5000,15710408,584,3,0.0,1,1
5001,15598695,834,9,130169.27,0,1
5002,15649354,754,4,0.0,1,1
5003,15737556,590,7,81076.8,1,1
5004,15671610,740,7,0.0,1,1
5005,15625092,502,3,101465.31,1,0
5006,15741032,733,5,0.0,0,1
5007,15750014,755,0,113865.23,1,1
5008,15784761,554,7,87603.35,0,1
5009,15768359,534,4,120037.96,1,0
5010,15805769,656,4,0.0,1,0
5011,15719508,575,7,121205.15,1,1
5012,15609011,480,8,75408.33,1,0
5013,15703106,575,5,0.0,1,1
5014,15626795,672,3,0.0,1,0
5015,15773731,758,5,0.0,0,0
5016,15756196,682,6,121818.84,0,1
5017,15687903,501,8,0.0,1,0
5018,15777599,746,6,141806.0,1,1
5019,15754577,556,8,61354.14,1,0
5020,15584113,823,4,124954.94,0,1
5021,15669589,491,1,95039.12,0,1
5022,15632793,638,9,103417.74,1,1
5023,15711130,734,2,0.0,1,0
5024,15615254,555,10,43028.77,1,0
5025,15720583,745,0,119638.21,1,1
5026,15780432,728,3,122689.51,0,0
5027,15673223,626,10,0.0,0,0
5028,15807989,681,8,73179.34,1,1
5029,15761168,478,4,171913.87,1,0
5030,15651272,709,5,0.0,1,1
5031,15812832,562,8,92659.2,1,0
5032,15680517,769,7,137239.17,1,1
5033,15750569,684,3,102955.14,1,0
5034,15690743,536,8,65190.29,1,1
5035,15627741,631,2,96863.52,1,1
5036,15712121,657,5,154983.98,1,0
5037,15805429,699,3,106819.65,0,1
5038,15814923,606,7,128578.52,1,1
5039,15589230,612,2,126473.33,0,1
5040,15775490,660,5,110570.78,1,0
5041,15749727,829,7,0.0,0,1
5042,15619238,567,8,0.0,1,0
5043,15593468,850,3,0.0,1,1
5044,15718454,712,2,0.0,0,0
5045,15789498,562,3,111099.79,0,0
5046,15744691,755,3,0.0,1,0
5047,15708289,793,3,100913.57,0,0
5048,15790412,471,8,0.0,1,1
5049,15741416,707,2,16893.59,1,1
5050,15598894,784,10,122267.85,0,0
5051,15663294,703,1,125685.79,1,1
5052,15572728,704,8,127397.34,1,0
5053,15706729,662,0,105271.56,0,1
5054,15674433,636,2,115265.14,0,0
5055,15641170,640,4,0.0,0,0
5056,15806284,739,1,0.0,1,1
5057,15690958,767,2,139542.82,0,1
5058,15606386,753,3,111512.75,1,0
5059,15682322,714,9,148466.93,0,1
5060,15579915,707,4,0.0,1,0
5061,15681928,577,4,108155.49,1,0
5062,15734005,633,1,0.0,1,0
5063,15650432,849,10,84622.13,1,1
5064,15592578,614,7,146997.64,0,0
5065,15671243,558,9,0.0,1,0
5066,15775709,832,10,98590.25,1,0
5067,15702631,567,2,0.0,1,1
5068,15602282,587,8,134980.74,1,1
5069,15717879,712,5,108078.56,1,1
5070,15740878,655,9,0.0,0,1
5071,15794468,641,6,0.0,0,0
5072,15773277,676,5,106836.67,1,0
5073,15572657,472,8,102490.27,0,1
5074,15800295,644,9,112746.54,0,0
5075,15672397,598,0,125487.89,0,0
5076,15684921,792,8,142862.21,1,1
5077,15720676,700,7,0.0,1,0
5078,15731829,616,10,0.0,1,0
5079,15732672,743,6,79388.33,1,1
5080,15692406,427,5,0.0,1,1
5081,15764405,731,10,0.0,1,1
5082,15757537,610,6,107784.65,1,1
5083,15793307,724,4,142880.28,0,0
5084,15660679,653,9,149571.94,1,0
5085,15666856,774,1,142767.39,1,1
5086,15687372,547,8,121537.71,1,0
5087,15667289,719,2,0.0,0,0
5088,15624641,740,9,0.0,1,0
5089,15734610,543,4,89838.71,1,0
5090,15631882,688,9,103399.87,0,0
5091,15642709,474,9,0.0,0,0
5092,15811026,505,5,136855.94,1,0
5093,15596303,688,0,0.0,1,0
5094,15787255,650,2,140891.46,1,1
5095,15617166,610,0,0.0,1,0
5096,15742442,705,5,89364.91,0,1
5097,15758692,669,7,146011.4,0,0
5098,15568238,650,8,0.0,1,1
5099,15730353,550,9,145294.08,1,0
5100,15731555,595,9,106000.12,0,0
5101,15582404,572,5,0.0,1,0
5102,15721462,622,2,0.0,1,1
5103,15632899,662,9,104508.77,0,0
5104,15808526,783,3,127539.3,1,1
5105,15694349,714,7,0.0,0,1
5106,15718465,671,3,96891.46,1,0
5107,15682995,600,1,78535.25,1,0
5108,15584776,847,9,112712.17,1,0
5109,15777772,650,9,119618.42,1,1
5110,15576156,710,6,0.0,1,0
5111,15646756,682,8,74963.5,1,1
5112,15742886,642,1,138023.79,0,1
5113,15586135,536,4,0.0,1,1
5114,15616152,754,1,185513.67,1,0
5115,15721460,678,8,185648.56,0,0
5116,15727317,533,1,102286.6,1,0
5117,15649536,741,4,128015.83,1,0
5118,15754929,757,10,39539.39,0,0
5119,15572051,721,3,0.0,1,1
5120,15668142,700,3,77608.46,1,1
5121,15701176,663,5,141462.13,1,0
5122,15708422,677,0,0.0,0,0
5123,15655632,655,2,131691.33,1,0
5124,15744606,832,8,93833.86,0,1
5125,15612140,721,7,137933.39,1,1
5126,15656086,542,8,105770.14,0,1
5127,15655298,654,5,0.0,0,1
5128,15644796,821,8,0.0,0,1
5129,15726250,508,3,166328.65,0,1
5130,15764432,588,2,164307.77,1,0
5131,15631721,691,9,163965.69,0,1
5132,15707479,664,7,125608.72,1,0
5133,15579826,439,9,0.0,1,0
5134,15668104,479,6,118433.94,0,1
5135,15641604,850,10,98488.08,1,0
5136,15587240,518,4,0.0,0,1
5137,15680767,717,10,98362.35,1,1
5138,15601594,698,6,144237.91,1,0
5139,15589969,850,6,0.0,0,1
5140,15703728,700,4,0.0,1,0
5141,15617790,626,4,105767.28,0,0
5142,15662500,774,9,0.0,1,0
5143,15778526,719,5,0.0,0,0
5144,15670584,646,2,0.0,1,1
5145,15748069,485,3,134467.26,1,1
5146,15680597,784,1,138515.02,1,1
5147,15628992,850,2,128647.98,0,0
5148,15719624,669,9,121858.98,1,0
5149,15812767,731,3,0.0,1,1
5150,15689201,721,1,120108.56,0,1
5151,15614716,515,0,196853.62,1,1
5152,15683618,774,3,121418.62,1,1
5153,15799631,585,10,0.0,1,1
5154,15692259,695,9,0.0,1,0
5155,15590966,729,4,97495.8,0,0
5156,15656426,713,3,0.0,0,0
5157,15675256,555,5,127343.4,0,1
5158,15751185,699,0,158633.61,1,0
5159,15789582,587,9,0.0,1,0
5160,15651103,762,9,183744.98,1,1
5161,15672299,510,6,0.0,1,1
5162,15772250,842,9,0.0,0,0
5163,15763922,608,7,79962.92,1,0
5164,15633870,850,10,0.0,1,1
5165,15624323,642,4,0.0,1,1
5166,15688612,850,7,140956.99,0,0
5167,15694644,455,6,0.0,1,1
5168,15587174,726,7,0.0,1,1
5169,15579559,544,8,145241.63,1,1
5170,15775430,651,7,138008.06,1,0
5171,15623695,814,4,0.0,1,1
5172,15760849,537,2,0.0,1,1
5173,15813095,553,2,0.0,1,0
5174,15705281,800,9,0.0,1,0
5175,15812594,791,7,0.0,1,0
5176,15626322,699,9,127570.93,1,0
5177,15723105,756,6,0.0,1,1
5178,15588449,591,5,107812.67,0,1
5179,15794849,850,7,91560.58,0,0
5180,15620000,760,6,121303.77,1,1
5181,15799720,569,8,161546.68,0,1
5182,15711287,661,5,128415.45,1,0
5183,15613102,670,2,57530.06,1,1
5184,15621440,694,1,0.0,0,1
5185,15677146,728,4,142243.54,1,0
5186,15801169,764,9,138341.51,1,0
5187,15722425,639,9,0.0,1,0
5188,15682421,683,2,0.0,0,1
5189,15691910,663,4,0.0,1,0
5190,15721779,826,5,146466.46,0,0
5191,15579548,735,5,0.0,1,0
5192,15681075,682,1,0.0,1,1
5193,15607884,663,8,0.0,1,1
5194,15767757,562,9,120307.58,1,1
5195,15791550,696,4,87637.26,0,0
5196,15658589,850,2,94652.04,1,1
5197,15670822,719,7,114415.84,1,1
5198,15629744,804,8,0.0,0,1
5199,15660768,604,1,84315.02,0,0
5200,15726310,782,3,0.0,1,0
5201,15641298,512,9,93955.83,1,0
5202,15625675,569,1,67087.69,1,0
5203,15713354,597,6,101528.61,1,0
5204,15633866,753,1,110824.52,1,1
5205,15704231,430,8,0.0,1,1
5206,15735400,756,8,179960.2,1,0
5207,15632826,493,3,134006.77,1,0
5208,15751022,777,10,121532.17,1,1
5209,15664737,779,7,0.0,1,1
5210,15681126,702,2,0.0,1,1
5211,15738954,551,7,129717.3,0,0
5212,15662263,749,4,94762.16,1,1
5213,15621611,742,5,155196.17,0,1
5214,15783752,752,4,129514.99,1,1
5215,15709474,740,3,113386.36,1,1
5216,15701280,576,3,0.0,0,1
5217,15671104,637,3,172196.23,1,1
5218,15796434,724,5,97612.12,1,1
5219,15781505,685,4,104719.94,1,0
5220,15625819,625,7,0.0,1,0
5221,15753174,571,9,139592.98,1,0
5222,15654067,584,4,0.0,1,0
5223,15724719,550,7,139096.85,1,0
5224,15624695,662,7,140301.72,0,1
5225,15718216,803,3,0.0,1,0
5226,15586300,615,7,0.0,1,1
5227,15783349,481,1,111233.09,1,1
5228,15725767,701,3,0.0,1,0
5229,15791925,751,10,147737.63,0,1
5230,15793585,675,8,0.0,1,1
5231,15576641,733,5,125725.02,1,1
5232,15749519,822,6,128289.7,1,0
5233,15684960,559,5,0.0,1,0
5234,15591286,731,4,88826.07,1,1
5235,15668323,678,1,143443.61,1,0
5236,15608528,645,9,0.0,1,1
5237,15645184,701,2,0.0,1,0
5238,15702566,554,8,149134.46,1,1
5239,15660840,723,3,124119.54,1,0
5240,15750811,766,3,116822.7,0,0
5241,15733842,597,1,103219.47,1,0
5242,15581526,574,1,0.0,0,0
5243,15662751,655,0,81954.6,1,1
5244,15684319,780,10,95196.26,1,0
5245,15702190,672,5,0.0,1,1
5246,15588517,717,7,0.0,1,1
5247,15801863,521,2,136555.01,1,1
5248,15584271,633,5,0.0,1,1
5249,15700366,669,3,119452.03,1,1
5250,15804038,740,9,0.0,0,1
5251,15720820,462,9,69881.09,0,1
5252,15743759,619,5,0.0,1,1
5253,15749947,665,7,0.0,1,1
5254,15670496,655,9,0.0,0,0
5255,15746664,463,8,204223.03,1,0
5256,15745533,799,1,110314.21,1,0
5257,15761497,713,1,163760.82,0,0
5258,15628600,807,1,141069.18,1,1
5259,15627002,728,1,115934.74,1,1
5260,15614635,582,2,151457.88,0,1
5261,15731281,704,3,154206.07,1,1
5262,15814022,714,9,89928.99,1,0
5263,15659194,628,8,89182.09,1,1
5264,15745030,809,1,79706.25,1,0
5265,15691817,547,5,0.0,0,0
5266,15707488,560,5,0.0,1,0
5267,15784700,811,7,117799.28,1,1
5268,15710397,584,4,0.0,1,0
5269,15687648,691,1,0.0,0,0
5270,15732281,680,6,146422.22,1,0
5271,15607230,588,9,150186.22,1,1
5272,15567630,721,6,100275.88,1,0
5273,15587507,850,6,0.0,1,0
5274,15733904,529,9,147493.89,1,0
5275,15709511,622,8,0.0,1,0
5276,15579616,683,8,0.0,0,1
5277,15694852,575,4,121823.4,1,1
5278,15589924,577,1,0.0,1,1
5279,15799300,510,0,113688.63,1,0
5280,15731330,652,7,100471.34,1,1
5281,15694129,569,3,100032.52,1,0
5282,15620372,687,3,0.0,0,0
5283,15744622,822,8,116358.0,1,0
5284,15799815,656,4,163549.63,0,1
5285,15759250,745,3,99183.9,1,1
5286,15732643,386,1,131955.07,1,1
5287,15690540,684,1,134177.06,0,0
5288,15803078,635,1,0.0,1,0
5289,15652180,582,2,0.0,1,1
5290,15741195,613,5,0.0,1,1
5291,15743490,795,9,94348.94,1,0
5292,15575510,659,2,155584.21,0,1
5293,15732610,745,6,0.0,1,0
5294,15602909,604,10,0.0,1,1
5295,15734058,509,9,170661.47,1,1
5296,15801788,706,6,185544.36,1,0
5297,15702462,619,6,52831.13,1,1
5298,15683416,572,8,97750.07,1,1
5299,15794187,695,6,114007.5,1,0
5300,15792989,543,1,104308.77,1,1
5301,15613734,640,6,84719.13,1,1
5302,15606177,672,2,0.0,1,0
5303,15636700,701,9,140236.98,0,1
5304,15645766,634,9,0.0,1,1
5305,15671345,531,6,75302.85,0,0
5306,15652469,699,1,0.0,1,0
5307,15749638,605,9,104760.82,1,1
5308,15728706,534,7,0.0,1,0
5309,15735439,449,1,113693.0,0,0
5310,15778696,684,5,174180.39,1,0
5311,15624744,622,9,115766.26,0,0
5312,15584338,714,0,0.0,1,0
5313,15726178,712,8,0.0,1,0
5314,15794939,783,5,121215.9,1,1
5315,15788068,743,10,144677.19,1,0
5316,15572956,683,5,115350.63,1,1
5317,15780386,654,5,105683.63,1,0
5318,15791114,700,1,135179.49,1,0
5319,15708046,744,0,117551.23,1,0
5320,15719779,645,1,157404.02,1,0
5321,15591550,525,3,77910.23,1,0
5322,15639368,732,0,110942.9,0,0
5323,15699830,721,7,0.0,1,1
5324,15569264,622,5,179305.09,1,1
5325,15595158,654,5,150593.59,1,1
5326,15599126,529,0,123815.86,1,1
5327,15650575,720,6,0.0,1,1
5328,15641490,850,8,69385.17,1,0
5329,15680234,667,2,138032.15,1,0
5330,15592230,620,3,0.0,1,1
5331,15626212,616,9,0.0,1,1
